Time,Displacement,Force
"3.2400","0.1601","1.3087"
"3.2600","0.1611","2.1412"
"3.2800","0.1620","-0.1510"
"3.3000","0.1630","2.1171"
"3.3200","0.1639","0.6235"
"3.3400","0.1649","3.6014"
"3.3600","0.1660","0.7396"
"3.3800","0.1670","2.9874"
"3.4000","0.1680","0.6658"
"3.4200","0.1690","2.9240"
"3.4400","0.1699","1.2377"
"3.4600","0.1709","1.8237"
"3.4800","0.1719","1.2907"
"3.5000","0.1729","2.0954"
"3.5200","0.1739","1.9354"
"3.5400","0.1749","0.8314"
"3.5600","0.1759","1.8808"
"3.5800","0.1770","0.9385"
"3.6000","0.1780","2.4667"
"3.6200","0.1789","0.1822"
"3.6400","0.1799","1.9975"
"3.6600","0.1808","0.7784"
"3.6800","0.1818","3.1356"
"3.7000","0.1828","0.8718"
"3.7200","0.1838","2.0931"
"3.7400","0.1849","1.1619"
"3.7600","0.1860","2.1187"
"3.7800","0.1870","1.5872"
"3.8000","0.1880","2.0191"
"3.8200","0.1890","2.8381"
"3.8400","0.1900","1.2792"
"3.8600","0.1910","2.1700"
"3.8800","0.1920","-0.2936"
"3.9000","0.1929","2.6132"
"3.9200","0.1940","1.0993"
"3.9400","0.1951","4.0899"
"3.9600","0.1961","0.3511"
"3.9800","0.1971","2.9680"
"4.0000","0.1981","0.4554"
"4.0200","0.1990","3.1012"
"4.0400","0.2000","0.6411"
"4.0600","0.2010","2.6039"
"4.0800","0.2021","0.7245"
"4.1000","0.2031","2.9959"
"4.1200","0.2040","2.1545"
"4.1400","0.2050","1.3719"
"4.1600","0.2059","1.1642"
"4.1800","0.2069","1.8832"
"4.2000","0.2079","3.0853"
"4.2200","0.2089","1.2259"
"4.2400","0.2100","2.3325"
"4.2600","0.2110","0.5153"
"4.2800","0.2120","2.8266"
"4.3000","0.2130","0.0851"
"4.3200","0.2140","3.0037"
"4.3400","0.2149","0.8290"
"4.3600","0.2158","3.5573"
"4.3800","0.2167","1.0175"
"4.4000","0.2177","2.6260"
"4.4200","0.2188","1.6332"
"4.4400","0.2199","3.1905"
"4.4600","0.2209","2.0440"
"4.4800","0.2220","1.2254"
"4.5000","0.2230","1.4537"
"4.5200","0.2240","1.3986"
"4.5400","0.2250","3.0578"
"4.5600","0.2259","1.1509"
"4.5800","0.2269","3.2682"
"4.6000","0.2278","1.1493"
"4.6200","0.2289","3.6930"
"4.6400","0.2299","-0.5466"
"4.6600","0.2310","2.8168"
"4.6800","0.2321","0.3724"
"4.7000","0.2331","3.7254"
"4.7200","0.2341","1.0012"
"4.7400","0.2350","2.7435"
"4.7600","0.2360","1.2249"
"4.7800","0.2370","2.3641"
"4.8000","0.2381","1.4462"
"4.8200","0.2391","1.2946"
"4.8400","0.2401","3.2500"
"4.8600","0.2410","2.5751"
"4.8800","0.2419","3.4174"
"4.9000","0.2429","0.4024"
"4.9200","0.2439","2.4797"
"4.9400","0.2450","0.7657"
"4.9600","0.2460","3.5825"
"4.9800","0.2470","-0.1005"
"5.0000","0.2480","2.4282"
"5.0200","0.2490","0.8992"
"5.0400","0.2500","3.6502"
"5.0600","0.2509","0.9641"
"5.0800","0.2518","1.7385"
"5.1000","0.2528","1.4233"
"5.1200","0.2538","2.9329"
"5.1400","0.2548","3.1718"
"5.1600","0.2559","1.9709"
"5.1800","0.2569","2.7856"
"5.2000","0.2579","1.8281"
"5.2200","0.2590","3.2326"
"5.2400","0.2600","0.5842"
"5.2600","0.2610","2.5560"
"5.2800","0.2619","0.8587"
"5.3000","0.2628","3.3309"
"5.3200","0.2637","0.5583"
"5.3400","0.2649","3.2709"
"5.3600","0.2660","2.1575"
"5.3800","0.2671","3.4503"
"5.4000","0.2681","1.3736"
"5.4200","0.2691","1.5464"
"5.4400","0.2700","2.1347"
"5.4600","0.2710","2.7856"
"5.4800","0.2720","2.9046"
"5.5000","0.2731","1.4017"
"5.5200","0.2741","3.0913"
"5.5400","0.2751","1.8199"
"5.5600","0.2760","4.5024"
"5.5800","0.2771","0.7860"
"5.6000","0.2780","3.0994"
"5.6200","0.2789","1.1459"
"5.6400","0.2800","4.4004"
"5.6600","0.2810","0.4561"
"5.6800","0.2820","2.7786"
"5.7000","0.2830","1.2936"
"5.7200","0.2840","4.0818"
"5.7400","0.2850","1.9053"
"5.7600","0.2860","1.8122"
"5.7800","0.2869","2.4798"
"5.8000","0.2878","3.0565"
"5.8200","0.2888","3.8967"
"5.8400","0.2898","1.5285"
"5.8600","0.2909","3.0077"
"5.8800","0.2919","1.7070"
"5.9000","0.2930","4.3889"
"5.9200","0.2940","1.0430"
"5.9400","0.2950","3.2380"
"5.9600","0.2960","0.9783"
"5.9800","0.2970","3.8854"
"6.0000","0.2979","1.2837"
"6.0200","0.2987","2.9032"
"6.0400","0.2998","1.7576"
"6.0600","0.3009","3.4980"
"6.0800","0.3020","3.1078"
"6.1000","0.3031","2.3310"
"6.1200","0.3041","2.7788"
"6.1400","0.3050","1.7678"
"6.1600","0.3060","3.7987"
"6.1800","0.3069","0.7603"
"6.2000","0.3080","3.6227"
"6.2200","0.3090","1.6814"
"6.2400","0.3100","4.7453"
"6.2600","0.3110","0.6224"
"6.2800","0.3121","3.7253"
"6.3000","0.3131","1.8122"
"6.3200","0.3140","4.2867"
"6.3400","0.3150","0.9998"
"6.3600","0.3160","2.1907"
"6.3800","0.3170","2.6214"
"6.4000","0.3180","3.1086"
"6.4200","0.3190","2.2702"
"6.4400","0.3200","1.1190"
"6.4600","0.3211","2.7990"
"6.4800","0.3220","1.9206"
"6.5000","0.3229","3.9315"
"6.5200","0.3238","0.8999"
"6.5400","0.3249","3.7517"
"6.5600","0.3259","0.6512"
"6.5800","0.3270","4.1976"
"6.6000","0.3280","0.4230"
"6.6200","0.3289","4.0992"
"6.6400","0.3300","1.7452"
"6.6600","0.3310","3.7269"
"6.6800","0.3320","0.0910"
"6.7000","0.3330","4.4667"
"6.7200","0.3339","1.8786"
"6.7400","0.3348","4.5235"
"6.7600","0.3359","1.3872"
"6.7800","0.3370","1.9251"
"6.8000","0.3381","2.5301"
"6.8200","0.3392","3.0082"
"6.8400","0.3401","3.3767"
"6.8600","0.3410","2.0465"
"6.8800","0.3419","3.7557"
"6.9000","0.3429","2.7248"
"6.9200","0.3439","3.7677"
"6.9400","0.3450","0.7902"
"6.9600","0.3460","2.8016"
"6.9800","0.3470","1.8471"
"7.0000","0.3481","3.8013"
"7.0200","0.3491","2.1226"
"7.0400","0.3500","3.0025"
"7.0600","0.3509","2.9320"
"7.0800","0.3519","4.0566"
"7.1000","0.3529","3.2391"
"7.1200","0.3540","1.7771"
"7.1400","0.3550","3.3538"
"7.1600","0.3560","2.7720"
"7.1800","0.3570","4.2076"
"7.2000","0.3579","1.2345"
"7.2200","0.3588","2.5710"
"7.2400","0.3598","2.2498"
"7.2600","0.3608","4.4825"
"7.2800","0.3618","1.8898"
"7.3000","0.3629","2.9894"
"7.3200","0.3639","2.8621"
"7.3400","0.3650","3.7149"
"7.3600","0.3660","3.0794"
"7.3800","0.3670","1.6147"
"7.4000","0.3680","2.9567"
"7.4200","0.3690","1.8533"
"7.4400","0.3698","4.2040"
"7.4600","0.3708","1.6866"
"7.4800","0.3719","3.8770"
"7.5000","0.3730","1.1631"
"7.5200","0.3741","4.0044"
"7.5400","0.3751","0.9095"
"7.5600","0.3760","3.9397"
"7.5800","0.3770","1.6711"
"7.6000","0.3780","4.2479"
"7.6200","0.3790","1.6643"
"7.6400","0.3800","3.2599"
"7.6600","0.3810","2.4919"
"7.6800","0.3821","3.5345"
"7.7000","0.3831","2.9725"
"7.7200","0.3841","1.6141"
"7.7400","0.3850","4.0608"
"7.7600","0.3859","2.9082"
"7.7800","0.3869","4.4880"
"7.8000","0.3879","0.8337"
"7.8200","0.3889","3.8617"
"7.8400","0.3899","2.0437"
"7.8600","0.3909","4.7982"
"7.8800","0.3919","2.5678"
"7.9000","0.3929","3.9164"
"7.9200","0.3939","2.1581"
"7.9400","0.3948","4.4035"
"7.9600","0.3958","3.1260"
"7.9800","0.3968","3.5151"
"8.0000","0.3979","3.2365"
"8.0200","0.3989","2.8188"
"8.0400","0.4000","3.6358"
"8.0600","0.4010","1.9069"
"8.0800","0.4020","3.7453"
"8.1000","0.4030","3.0002"
"8.1200","0.4040","4.4596"
"8.1400","0.4048","1.1599"
"8.1600","0.4058","4.2758"
"8.1800","0.4069","3.0608"
"8.2000","0.4080","4.9741"
"8.2200","0.4091","1.8564"
"8.2400","0.4101","2.7183"
"8.2600","0.4111","3.0314"
"8.2800","0.4120","5.1628"
"8.3000","0.4130","3.1972"
"8.3200","0.4140","2.3673"
"8.3400","0.4150","3.0527"
"8.3600","0.4161","2.9833"
"8.3800","0.4171","4.2981"
"8.4000","0.4181","2.3367"
"8.4200","0.4191","4.2903"
"8.4400","0.4200","2.6998"
"8.4600","0.4210","5.0070"
"8.4800","0.4220","1.9096"
"8.5000","0.4230","4.0772"
"8.5200","0.4240","2.9389"
"8.5400","0.4250","5.6300"
"8.5600","0.4260","3.0342"
"8.5800","0.4270","3.3828"
"8.6000","0.4280","2.8303"
"8.6200","0.4290","4.3192"
"8.6400","0.4299","3.8263"
"8.6600","0.4308","2.6650"
"8.6800","0.4318","3.5282"
"8.7000","0.4329","3.4488"
"8.7200","0.4339","4.6310"
"8.7400","0.4350","2.2916"
"8.7600","0.4361","4.6601"
"8.7800","0.4371","3.0156"
"8.8000","0.4380","4.8340"
"8.8200","0.4390","2.0844"
"8.8400","0.4399","3.9319"
"8.8600","0.4408","2.4395"
"8.8800","0.4418","5.0404"
"8.9000","0.4429","3.2054"
"8.9200","0.4440","3.9283"
"8.9400","0.4452","2.8488"
"8.9600","0.4462","3.7280"
"8.9800","0.4471","3.0661"
"9.0000","0.4480","2.0905"
"9.0200","0.4490","3.6888"
"9.0400","0.4500","3.4909"
"9.0600","0.4510","4.2210"
"9.0800","0.4520","1.2669"
"9.1000","0.4530","3.9603"
"9.1200","0.4541","3.0405"
"9.1400","0.4551","5.3348"
"9.1600","0.4560","1.4842"
"9.1800","0.4569","2.8943"
"9.2000","0.4579","2.4916"
"9.2200","0.4589","4.8884"
"9.2400","0.4600","2.1566"
"9.2600","0.4610","3.3934"
"9.2800","0.4620","3.5262"
"9.3000","0.4630","4.3151"
"9.3200","0.4640","3.7061"
"9.3400","0.4649","2.5855"
"9.3600","0.4658","3.4684"
"9.3800","0.4668","3.6266"
"9.4000","0.4678","4.6395"
"9.4200","0.4688","2.4365"
"9.4400","0.4699","4.2626"
"9.4600","0.4710","2.7937"
"9.4800","0.4720","5.0343"
"9.5000","0.4729","2.3822"
"9.5200","0.4739","3.5859"
"9.5400","0.4748","2.7149"
"9.5600","0.4757","4.6295"
"9.5800","0.4768","2.7626"
"9.6000","0.4779","3.0414"
"9.6200","0.4790","3.6544"
"9.6400","0.4801","4.5759"
"9.6600","0.4811","3.9509"
"9.6800","0.4821","2.0547"
"9.7000","0.4830","3.0198"
"9.7200","0.4840","3.3804"
"9.7400","0.4850","4.7565"
"9.7600","0.4860","2.0609"
"9.7800","0.4871","4.4507"
"9.8000","0.4881","2.8426"
"9.8200","0.4891","5.1863"
"9.8400","0.4900","2.1514"
"9.8600","0.4910","4.5445"
"9.8800","0.4919","3.0063"
"9.9000","0.4929","5.6586"
"9.9200","0.4939","3.1507"
"9.9400","0.4950","3.0917"
"9.9600","0.4961","3.3981"
"9.9800","0.4970","3.7430"
"10.0000","0.4980","4.0883"
"10.0200","0.4990","3.0622"
"10.0400","0.5000","3.1633"
"10.0600","0.5009","5.6118"
"10.0800","0.5019","3.5535"
"10.1000","0.5028","2.4335"
"10.1200","0.5039","2.4547"
"10.1400","0.5049","3.1697"
"10.1600","0.5059","6.4472"
"10.1800","0.5070","3.3107"
"10.2000","0.5080","3.6698"
"10.2200","0.5089","1.9684"
"10.2400","0.5098","5.7592"
"10.2600","0.5107","3.4033"
"10.2800","0.5117","4.1494"
"10.3000","0.5128","3.5094"
"10.3200","0.5140","4.8993"
"10.3400","0.5151","3.4822"
"10.3600","0.5162","3.5618"
"10.3800","0.5171","4.2070"
"10.4000","0.5180","3.9001"
"10.4200","0.5189","5.0898"
"10.4400","0.5199","3.0947"
"10.4600","0.5209","4.4833"
"10.4800","0.5220","4.0245"
"10.5000","0.5231","5.0451"
"10.5200","0.5241","3.1547"
"10.5400","0.5251","4.1478"
"10.5600","0.5260","3.1898"
"10.5800","0.5271","5.1446"
"10.6000","0.5280","3.5340"
"10.6200","0.5290","3.3034"
"10.6400","0.5301","3.4296"
"10.6600","0.5311","4.6384"
"10.6800","0.5321","5.9264"
"10.7000","0.5330","3.0226"
"10.7200","0.5340","3.7852"
"10.7400","0.5350","3.1865"
"10.7600","0.5360","5.5513"
"10.7800","0.5370","1.9991"
"10.8000","0.5378","3.8261"
"10.8200","0.5388","2.3289"
"10.8400","0.5398","5.2229"
"10.8600","0.5409","3.4154"
"10.8800","0.5419","4.4792"
"10.9000","0.5430","3.2811"
"10.9200","0.5440","4.4986"
"10.9400","0.5450","3.8368"
"10.9600","0.5459","3.7151"
"10.9800","0.5467","5.3128"
"11.0000","0.5477","4.3756"
"11.0200","0.5489","5.3168"
"11.0400","0.5500","2.0517"
"11.0600","0.5512","3.5126"
"11.0800","0.5521","2.7569"
"11.1000","0.5531","6.9699"
"11.1200","0.5541","2.4414"
"11.1400","0.5550","5.0992"
"11.1600","0.5560","2.7127"
"11.1800","0.5570","5.5443"
"11.2000","0.5580","3.3524"
"11.2200","0.5591","4.5907"
"11.2400","0.5601","3.4011"
"11.2600","0.5610","5.6533"
"11.2800","0.5620","4.7899"
"11.3000","0.5631","3.7074"
"11.3200","0.5640","3.9264"
"11.3400","0.5651","3.9631"
"11.3600","0.5661","5.4311"
"11.3800","0.5671","3.2181"
"11.4000","0.5680","5.2738"
"11.4200","0.5690","3.2860"
"11.4400","0.5700","5.4831"
"11.4600","0.5711","2.5535"
"11.4800","0.5721","4.3109"
"11.5000","0.5730","3.9509"
"11.5200","0.5739","6.0126"
"11.5400","0.5749","3.9786"
"11.5600","0.5759","3.5286"
"11.5800","0.5769","3.5307"
"11.6000","0.5779","4.7520"
"11.6200","0.5790","5.1321"
"11.6400","0.5800","3.8036"
"11.6600","0.5809","4.4923"
"11.6800","0.5819","4.1183"
"11.7000","0.5827","6.1114"
"11.7200","0.5837","3.0344"
"11.7400","0.5848","5.2562"
"11.7600","0.5860","2.5552"
"11.7800","0.5871","6.4466"
"11.8000","0.5882","3.0330"
"11.8200","0.5891","4.9233"
"11.8400","0.5900","2.6642"
"11.8600","0.5909","5.5298"
"11.8800","0.5919","3.4394"
"11.9000","0.5929","4.1712"
"11.9200","0.5940","4.3630"
"11.9400","0.5950","5.7958"
"11.9600","0.5960","5.0662"
"11.9800","0.5971","2.4765"
"12.0000","0.5981","4.7429"
"12.0200","0.5990","3.8001"
"12.0400","0.6000","6.1238"
"12.0600","0.6010","2.7205"
"12.0800","0.6020","5.4599"
"12.1000","0.6030","3.5236"
"12.1200","0.6041","6.1310"
"12.1400","0.6050","3.5492"
"12.1600","0.6060","4.9961"
"12.1800","0.6071","4.3050"
"12.2000","0.6080","6.1276"
"12.2200","0.6090","5.2538"
"12.2400","0.6099","4.1109"
"12.2600","0.6109","3.7364"
"12.2800","0.6119","4.3634"
"12.3000","0.6129","5.5329"
"12.3200","0.6139","3.6950"
"12.3400","0.6149","5.4399"
"12.3600","0.6159","3.2323"
"12.3800","0.6169","5.9018"
"12.4000","0.6179","3.0776"
"12.4200","0.6187","5.6598"
"12.4400","0.6197","3.6918"
"12.4600","0.6209","6.7965"
"12.4800","0.6220","3.2579"
"12.5000","0.6231","4.2223"
"12.5200","0.6241","3.3375"
"12.5400","0.6251","5.3294"
"12.5600","0.6260","4.7176"
"12.5800","0.6270","3.9786"
"12.6000","0.6280","5.3072"
"12.6200","0.6290","4.4243"
"12.6400","0.6300","5.4362"
"12.6600","0.6311","1.8540"
"12.6800","0.6321","5.2646"
"12.7000","0.6330","3.9787"
"12.7200","0.6340","7.6646"
"12.7400","0.6350","3.2022"
"12.7600","0.6359","5.5817"
"12.7800","0.6369","3.1198"
"12.8000","0.6380","6.7213"
"12.8200","0.6390","4.0022"
"12.8400","0.6400","5.3712"
"12.8600","0.6411","3.6402"
"12.8800","0.6420","5.7338"
"12.9000","0.6430","5.3860"
"12.9200","0.6439","4.6649"
"12.9400","0.6449","5.2673"
"12.9600","0.6459","4.2404"
"12.9800","0.6469","6.0764"
"13.0000","0.6479","2.8344"
"13.0200","0.6489","6.0221"
"13.0400","0.6500","3.6180"
"13.0600","0.6510","7.1820"
"13.0800","0.6519","2.4748"
"13.1000","0.6529","5.4974"
"13.1200","0.6538","3.0253"
"13.1400","0.6548","7.3377"
"13.1600","0.6558","2.8451"
"13.1800","0.6569","5.3217"
"13.2000","0.6580","3.4914"
"13.2200","0.6591","6.9492"
"13.2400","0.6600","5.2673"
"13.2600","0.6610","4.7692"
"13.2800","0.6619","4.2732"
"13.3000","0.6630","4.9198"
"13.3200","0.6640","5.3528"
"13.3400","0.6650","3.7745"
"13.3600","0.6661","5.0402"
"13.3800","0.6671","3.7157"
"13.4000","0.6681","6.3159"
"13.4200","0.6690","2.9791"
"13.4400","0.6700","4.9293"
"13.4600","0.6709","2.3893"
"13.4800","0.6719","6.2237"
"13.5000","0.6729","3.3964"
"13.5200","0.6739","6.0723"
"13.5400","0.6749","3.5668"
"13.5600","0.6759","6.5425"
"13.5800","0.6769","4.3806"
"13.6000","0.6779","5.1793"
"13.6200","0.6789","4.6793"
"13.6400","0.6798","5.3367"
"13.6600","0.6808","5.8488"
"13.6800","0.6818","3.6405"
"13.7000","0.6829","4.7838"
"13.7200","0.6839","4.2968"
"13.7400","0.6850","7.1091"
"13.7600","0.6859","4.3069"
"13.7800","0.6869","6.1441"
"13.8000","0.6880","3.1810"
"13.8200","0.6890","6.5499"
"13.8400","0.6900","2.9470"
"13.8600","0.6909","6.1341"
"13.8800","0.6919","4.1242"
"13.9000","0.6929","7.4824"
"13.9200","0.6940","5.0602"
"13.9400","0.6951","6.0837"
"13.9600","0.6961","4.5954"
"13.9800","0.6971","5.4570"
"14.0000","0.6980","4.9778"
"14.0200","0.6990","4.8419"
"14.0400","0.7000","6.2961"
"14.0600","0.7010","5.8470"
"14.0800","0.7020","6.7835"
"14.1000","0.7031","3.8170"
"14.1200","0.7041","5.9484"
"14.1400","0.7051","4.0724"
"14.1600","0.7060","6.6287"
"14.1800","0.7069","3.6991"
"14.2000","0.7078","6.5769"
"14.2200","0.7089","4.9403"
"14.2400","0.7099","7.7447"
"14.2600","0.7109","4.7593"
"14.2800","0.7120","5.3520"
"14.3000","0.7130","4.3283"
"14.3200","0.7139","6.4732"
"14.3400","0.7149","5.9550"
"14.3600","0.7158","5.2149"
"14.3800","0.7168","5.5738"
"14.4000","0.7178","5.3443"
"14.4200","0.7189","7.1690"
"14.4400","0.7200","4.8946"
"14.4600","0.7210","7.0044"
"14.4800","0.7220","4.2170"
"14.5000","0.7230","7.3066"
"14.5200","0.7239","4.1358"
"14.5400","0.7249","6.4531"
"14.5600","0.7259","3.8344"
"14.5800","0.7268","7.0525"
"14.6000","0.7278","4.6294"
"14.6200","0.7289","6.4983"
"14.6400","0.7300","4.7053"
"14.6600","0.7311","5.8637"
"14.6800","0.7321","5.4937"
"14.7000","0.7331","5.5672"
"14.7200","0.7340","6.1982"
"14.7400","0.7350","5.2670"
"14.7600","0.7360","6.7047"
"14.7800","0.7371","4.9910"
"14.8000","0.7381","6.9526"
"14.8200","0.7391","4.7782"
"14.8400","0.7401","7.9112"
"14.8600","0.7411","4.2727"
"14.8800","0.7420","6.8012"
"14.9000","0.7430","5.0267"
"14.9200","0.7440","8.2906"
"14.9400","0.7450","4.5199"
"14.9600","0.7460","5.9977"
"14.9800","0.7471","4.4907"
"15.0000","0.7480","6.5928"
"15.0200","0.7490","5.0319"
"15.0400","0.7500","6.0607"
"15.0600","0.7510","5.4181"
"15.0800","0.7519","6.1369"
"15.1000","0.7529","6.4326"
"15.1200","0.7539","5.6953"
"15.1400","0.7549","6.4051"
"15.1600","0.7559","5.3323"
"15.1800","0.7569","6.3751"
"15.2000","0.7579","4.7459"
"15.2200","0.7589","6.4944"
"15.2400","0.7599","4.9508"
"15.2600","0.7609","7.0835"
"15.2800","0.7619","4.9464"
"15.3000","0.7628","6.7416"
"15.3200","0.7638","5.3381"
"15.3400","0.7649","6.7687"
"15.3600","0.7660","5.6348"
"15.3800","0.7670","5.9462"
"15.4000","0.7680","5.6596"
"15.4200","0.7690","6.0932"
"15.4400","0.7700","6.7515"
"15.4600","0.7710","5.4160"
"15.4800","0.7720","6.6920"
"15.5000","0.7731","5.6344"
"15.5200","0.7741","7.4576"
"15.5400","0.7751","4.3589"
"15.5600","0.7761","7.2635"
"15.5800","0.7770","4.9762"
"15.6000","0.7779","7.3297"
"15.6200","0.7789","4.6364"
"15.6400","0.7799","7.7738"
"15.6600","0.7810","5.3480"
"15.6800","0.7820","7.1146"
"15.7000","0.7830","4.8372"
"15.7200","0.7841","6.6868"
"15.7400","0.7850","5.7853"
"15.7600","0.7860","7.2405"
"15.7800","0.7870","6.4522"
"15.8000","0.7879","5.9738"
"15.8200","0.7889","6.1952"
"15.8400","0.7899","5.7718"
"15.8600","0.7909","7.4945"
"15.8800","0.7920","5.2005"
"15.9000","0.7930","6.8233"
"15.9200","0.7940","4.8626"
"15.9400","0.7950","7.3391"
"15.9600","0.7960","3.9875"
"15.9800","0.7970","6.5277"
"16.0000","0.7979","5.4453"
"16.0200","0.7989","7.9904"
"16.0400","0.7998","5.6314"
"16.0600","0.8009","7.0886"
"16.0800","0.8019","5.8946"
"16.1000","0.8030","7.4462"
"16.1200","0.8040","6.4655"
"16.1400","0.8050","6.0828"
"16.1600","0.8059","6.5492"
"16.1800","0.8069","5.9801"
"16.2000","0.8080","6.6193"
"16.2200","0.8090","4.7991"
"16.2400","0.8101","7.0141"
"16.2600","0.8111","5.2538"
"16.2800","0.8121","7.9696"
"16.3000","0.8130","5.2578"
"16.3200","0.8140","7.8251"
"16.3400","0.8149","4.7649"
"16.3600","0.8160","7.4151"
