Time,Force
(s),(N)
"15.2250","0.0044"
"15.2450","0.0004"
"15.2650","-0.0037"
"15.2850","-0.0038"
"15.3050","-0.0017"
"15.3250","0.0032"
"15.3450","0.0034"
"15.3650","0.0016"
"15.3850","0.0041"
"15.4050","-0.0030"
"15.4250","-0.0058"
"15.4450","0.0009"
"15.4650","0.0030"
"15.4850","0.0008"
"15.5050","0.0031"
"15.5250","0.0012"
"15.5450","-0.0016"
"15.5650","-0.0039"
"15.5850","-0.0011"
"15.6050","0.0027"
"15.6250","0.0056"
"15.6450","0.0003"
"15.6650","0.0006"
"15.6850","-0.0013"
"15.7050","-0.0030"
"15.7250","0.0006"
"15.7450","0.0022"
"15.7650","0.0029"
"15.7850","0.0027"
"15.8050","0.0011"
"15.8250","-0.0042"
"15.8450","-0.0007"
"15.8650","-0.0004"
"15.8850","0.0025"
"15.9050","0.0031"
"15.9250","0.0025"
"15.9450","-0.0016"
"15.9650","0.0003"
"15.9850","-0.0037"
"16.0050","0.0008"
"16.0250","0.0032"
"16.0450","0.0035"
"16.0650","-0.0002"
"16.0850","0.0016"
"16.1050","-0.0022"
"16.1250","-0.0012"
"16.1450","-0.0006"
"16.1650","0.0013"
"16.1850","0.0032"
"16.2050","0.0025"
"16.2250","-0.0013"
"16.2450","-0.0012"
"16.2650","-0.0013"
"16.2850","-0.0006"
"16.3050","0.0018"
"16.3250","0.0019"
"16.3450","0.0012"
"16.3650","0.0005"
"16.3850","-0.0011"
"16.4050","-0.0017"
"16.4250","0.0012"
"16.4450","0.0012"
"16.4650","0.0022"
"16.4850","0.0009"
"16.5050","0.0012"
"16.5250","-0.0008"
"16.5450","0.0005"
"16.5650","-0.0010"
"16.5850","0.0024"
"16.6050","0.0014"
"16.6250","0.0005"
"16.6450","-0.0003"
"16.6650","0.0010"
"16.6850","0.0004"
"16.7050","0.0010"
"16.7250","0.0006"
"16.7450","0.0014"
"16.7650","0.0021"
"16.7850","0.0003"
"16.8050","-0.0005"
"16.8250","-0.0008"
"16.8450","0.0010"
"16.8650","0.0006"
"16.8850","0.0013"
"16.9050","0.0000"
"16.9250","0.0016"
"16.9450","-0.0007"
"16.9650","0.0001"
"16.9850","-0.0008"
"17.0050","0.0032"
"17.0250","0.0007"
"17.0450","0.0017"
"17.0650","-0.0009"
"17.0850","0.0008"
"17.1050","-0.0003"
"17.1250","0.0012"
"17.1450","0.0000"
"17.1650","0.0023"
"17.1850","0.0007"
"17.2050","-0.0002"
"17.2250","-0.0010"
"17.2450","0.0007"
"17.2650","0.0018"
"17.2850","0.0012"
"17.3050","0.0010"
"17.3250","0.0009"
"17.3450","0.0011"
"17.3650","-0.0015"
"17.3850","-0.0007"
"17.4050","-0.0001"
"17.4250","0.0030"
"17.4450","0.0005"
"17.4650","0.0007"
"17.4850","-0.0017"
"17.5050","0.0014"
"17.5250","-0.0001"
"17.5450","0.0009"
"17.5650","-0.0008"
"17.5850","0.0021"
"17.6050","0.0004"
"17.6250","0.0003"
"17.6450","-0.0012"
"17.6650","0.0008"
"17.6850","0.0011"
"17.7050","0.0010"
"17.7250","-0.0003"
"17.7450","0.0001"
"17.7650","0.0005"
"17.7850","0.0005"
