Time,Force
"14.3010","0.2185"
"14.3210","0.2293"
"14.3410","0.1756"
"14.3610","0.1333"
"14.3810","0.1541"
"14.4010","0.2594"
"14.4210","0.4424"
"14.4410","0.6123"
"14.4610","0.7109"
"14.4810","0.8698"
"14.4970","1.1357"
"14.5080","1.3942"
"14.5180","1.6645"
"14.5270","1.9467"
"14.5340","2.2047"
"14.5400","2.4563"
"14.5460","2.7322"
"14.5520","3.0229"
"14.5580","3.3181"
"14.5640","3.6064"
"14.5700","3.8786"
"14.5760","4.1290"
"14.5830","4.3876"
"14.5920","4.6556"
"14.6090","4.9064"
"14.6290","4.7970"
"14.6470","4.5312"
"14.6580","4.2784"
"14.6660","4.0177"
"14.6730","3.7254"
"14.6790","3.4242"
"14.6840","3.1360"
"14.6880","2.8803"
"14.6920","2.6027"
"14.6960","2.3052"
"14.7000","1.9916"
"14.7040","1.6675"
"14.7080","1.3402"
"14.7120","1.0181"
"14.7160","0.7109"
"14.7200","0.4318"
"14.7250","0.1457"
"14.7320","-0.1164"
"14.7520","-0.2549"
"14.7720","-0.1092"
"14.7920","-0.0149"
"14.8120","0.0125"
"14.8320","0.0072"
"14.8520","0.0027"
"14.8720","0.0011"
"14.8920","0.0009"
"14.9120","-0.0031"
"14.9320","-0.0001"
"14.9520","0.0010"
"14.9720","0.0010"
"14.9920","-0.0022"
"15.0120","-0.0005"
"15.0320","0.0011"
"15.0520","0.0005"
"15.0720","-0.0007"
"15.0920","-0.0016"
"15.1120","0.0018"
"15.1320","0.0003"
"15.1520","-0.0007"
"15.1720","-0.0029"
"15.1920","0.0015"
"15.2120","0.0001"
"15.2320","0.0005"
"15.2520","-0.0024"
"15.2720","0.0014"
"15.2920","0.0000"
"15.3120","0.0007"
"15.3320","-0.0021"
"15.3520","0.0005"
"15.3720","-0.0005"
"15.3920","0.0027"
"15.4120","0.0086"
"15.4320","0.0210"
"15.4520","0.0351"
"15.4720","0.0642"
"15.4920","0.1102"
"15.5120","0.1677"
"15.5320","0.2495"
"15.5520","0.3739"
"15.5720","0.5319"
"15.5920","0.7103"
"15.6120","0.9165"
"15.6290","1.1746"
"15.6410","1.4435"
"15.6510","1.7128"
"15.6600","1.9698"
"15.6700","2.2394"
"15.6810","2.4914"
"15.6930","2.7430"
"15.7040","2.9947"
"15.7150","3.2538"
"15.7330","3.5064"
"15.7530","3.3550"
"15.7660","3.0862"
"15.7770","2.8254"
"15.7880","2.5687"
"15.7990","2.3180"
"15.8090","2.0674"
"15.8180","1.7926"
"15.8250","1.5332"
"15.8310","1.2773"
"15.8370","0.9957"
"15.8430","0.6999"
"15.8490","0.4084"
"15.8550","0.1547"
"15.8650","-0.1107"
"15.8850","-0.1773"
"15.9050","-0.0736"
"15.9250","-0.0090"
"15.9450","0.0081"
"15.9650","0.0062"
"15.9850","0.0022"
"16.0050","-0.0020"
"16.0250","-0.0004"
"16.0450","-0.0005"
"16.0650","0.0002"
"16.0850","-0.0016"
"16.1050","0.0003"
"16.1250","0.0010"
"16.1450","0.0006"
"16.1650","-0.0015"
"16.1850","-0.0008"
"16.2050","0.0011"
"16.2250","0.0005"
"16.2450","-0.0006"
"16.2650","-0.0012"
"16.2850","0.0013"
"16.3050","0.0007"
"16.3250","0.0001"
"16.3450","-0.0022"
"16.3650","0.0006"
"16.3850","0.0005"
"16.4050","0.0012"
"16.4250","-0.0018"
"16.4450","0.0007"
"16.4650","0.0001"
"16.4850","0.0007"
"16.5050","-0.0017"
"16.5250","0.0003"
"16.5450","0.0007"
"16.5650","0.0000"
"16.5850","-0.0022"
"16.6050","0.0003"
"16.6250","0.0022"
"16.6450","0.0004"
"16.6650","0.0018"
"16.6850","0.0614"
"16.7050","0.1609"
"16.7250","0.1765"
"16.7450","0.0995"
"16.7650","0.0207"
"16.7850","-0.0032"
"16.8050","-0.0067"
"16.8250","-0.0023"
"16.8450","-0.0025"
"16.8650","0.0015"
"16.8850","0.0006"
"16.9050","0.0008"
"16.9250","-0.0025"
"16.9450","0.0006"
"16.9650","0.0009"
"16.9850","0.0072"
"17.0050","0.0049"
"17.0250","0.0036"
"17.0450","0.0147"
"17.0650","0.0119"
"17.0850","0.0027"
"17.1050","-0.0002"
"17.1250","0.0007"
"17.1450","0.0000"
"17.1650","-0.0003"
"17.1850","-0.0004"
"17.2050","0.0019"
"17.2250","0.0005"
"17.2450","-0.0004"
"17.2650","-0.0017"
"17.2850","0.0010"
"17.3050","0.0003"
"17.3250","0.0002"
"17.3450","-0.0019"
"17.3650","0.0007"
"17.3850","0.0006"
"17.4050","0.0004"
"17.4250","-0.0019"
"17.4450","-0.0001"
"17.4650","0.0008"
"17.4850","0.0005"
"17.5050","-0.0012"
"17.5250","-0.0007"
"17.5450","0.0005"
"17.5650","-0.0001"
"17.5850","-0.0004"
"17.6050","-0.0010"
"17.6250","0.0011"
"17.6450","-0.0004"
"17.6650","-0.0011"
"17.6850","-0.0021"
"17.7050","0.0010"
"17.7250","0.0022"
"17.7450","0.0065"
"17.7650","0.0106"
"17.7850","0.0263"
"17.8050","0.0502"
"17.8250","0.0708"
"17.8450","0.0764"
"17.8650","0.1100"
"17.8850","0.1950"
"17.9050","0.3315"
"17.9250","0.5517"
"17.9380","0.8019"
"17.9480","1.0530"
"17.9570","1.3038"
"17.9670","1.5702"
"17.9800","1.8228"
"18.0000","1.9317"
"18.0200","1.7416"
"18.0340","1.4752"
"18.0450","1.1980"
"18.0540","0.9391"
"18.0630","0.6619"
"18.0710","0.4085"
"18.0800","0.1300"
"18.0900","-0.1220"
"18.1100","-0.2897"
"18.1300","-0.1467"
"18.1500","-0.0279"
"18.1700","0.0097"
"18.1900","0.0076"
"18.2100","0.0041"
"18.2300","0.0002"
"18.2500","-0.0015"
"18.2700","-0.0018"
"18.2900","0.0013"
"18.3100","-0.0003"
"18.3300","-0.0001"
"18.3500","-0.0017"
"18.3700","0.0011"
"18.3900","0.0003"
"18.4100","0.0009"
"18.4300","-0.0016"
"18.4500","0.0000"
"18.4700","0.0004"
"18.4900","-0.0001"
"18.5100","-0.0004"
"18.5300","0.0001"
"18.5500","0.0004"
"18.5700","-0.0010"
"18.5900","-0.0014"
"18.6100","-0.0009"
"18.6300","0.0011"
"18.6500","0.0001"
"18.6700","-0.0004"
"18.6900","-0.0019"
"18.7100","0.0006"
"18.7300","-0.0005"
"18.7500","-0.0006"
"18.7700","-0.0017"
"18.7900","0.0006"
"18.8100","0.0003"
"18.8300","0.0005"
"18.8500","-0.0014"
"18.8700","0.0006"
"18.8900","0.0001"
"18.9100","0.0006"
"18.9300","-0.0010"
"18.9500","-0.0002"
"18.9700","-0.0007"
"18.9900","-0.0004"
"19.0100","-0.0013"
"19.0300","-0.0006"
"19.0500","0.0004"
"19.0700","0.0002"
"19.0900","0.0000"
"19.1100","-0.0009"
"19.1300","0.0007"
"19.1500","0.0001"
"19.1700","0.0000"
"19.1900","-0.0017"
"19.2100","0.0005"
"19.2300","-0.0010"
"19.2500","-0.0004"
"19.2700","-0.0021"
"19.2900","0.0004"
"19.3100","0.0000"
"19.3300","0.0006"
"19.3500","-0.0019"
"19.3700","0.0000"
"19.3900","0.0006"
"19.4100","0.0003"
"19.4300","-0.0015"
"19.4500","-0.0009"
"19.4700","0.0001"
"19.4900","0.0005"
"19.5100","-0.0008"
"19.5300","-0.0007"
"19.5500","0.0016"
"19.5700","0.0005"
"19.5900","-0.0009"
"19.6100","-0.0018"
"19.6300","0.0002"
"19.6500","-0.0002"
"19.6700","-0.0007"
"19.6900","-0.0018"
"19.7100","0.0003"
"19.7300","0.0001"
"19.7500","0.0001"
"19.7700","-0.0014"
"19.7900","0.0008"
"19.8100","0.0017"
"19.8300","0.0005"
"19.8500","-0.0009"
"19.8700","-0.0004"
"19.8900","0.0006"
"19.9100","-0.0002"
"19.9300","-0.0005"
"19.9500","-0.0008"
"19.9700","0.0014"
"19.9900","-0.0003"
"20.0100","-0.0001"
"20.0300","-0.0018"
"20.0500","0.0008"
"20.0700","-0.0002"
"20.0900","0.0006"
"20.1100","-0.0011"
"20.1300","0.0012"
"20.1500","-0.0005"
"20.1700","-0.0001"
"20.1900","-0.0014"
"20.2100","0.0014"
"20.2300","0.0008"
"20.2500","-0.0004"
"20.2700","-0.0016"
"20.2900","-0.0002"
"20.3100","0.0011"
"20.3300","-0.0008"
"20.3500","-0.0018"
"20.3700","-0.0009"
"20.3900","0.0015"
"20.4100","0.0001"
"20.4300","0.0007"
"20.4500","-0.0008"
"20.4700","0.0017"
"20.4900","-0.0001"
"20.5100","0.0011"
"20.5300","-0.0019"
"20.5500","0.0020"
"20.5700","-0.0010"
"20.5900","0.0013"
"20.6100","-0.0019"
"20.6300","0.0021"
"20.6500","-0.0004"
"20.6700","0.0013"
